(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
(-29.8, -5.5, -34.3) (0.0, 0.0, 0.0, 1.0)
