1.11 2.32 0.09999999|0.985516 -0.08803871 0.02257726 -0.1431701
1.169315 2.375628 0.1165861|0.9910096 -0.08176279 -0.01315644 -0.1050803
1.243954 2.516649 0.1118714|0.9874134 -0.09063126 -0.04556736 -0.1213443
1.307659 2.642985 0.1090862|0.9804989 -0.09937782 -0.08647043 -0.1458388
1.371432 2.764126 0.1076183|0.9714128 -0.1087893 -0.1289112 -0.1670452
1.434434 2.87722 0.107244|0.9598113 -0.1184543 -0.1717042 -0.1877459
1.434434 2.87722 0.107244|0.9598113 -0.1184543 -0.1717042 -0.1877459
1.496677 2.982016 0.1079011|0.945774 -0.1279835 -0.2142053 -0.2079617
1.558067 3.078466 0.1095329|0.9293871 -0.1371832 -0.2561285 -0.2276375
1.618515 3.166627 0.1120427|0.9106983 -0.1460317 -0.2973711 -0.2467259
1.677935 3.246559 0.1153596|0.8897616 -0.1545078 -0.3378322 -0.2651811
1.736258 3.318323 0.1193857|0.8666354 -0.1625917 -0.3774137 -0.2829592
1.793422 3.381981 0.1240252|0.8413838 -0.1702644 -0.41602 -0.3000179
1.793422 3.381981 0.1240252|0.8413838 -0.1702644 -0.41602 -0.3000179
1.849375 3.437595 0.129178|0.8140757 -0.1775081 -0.4535584 -0.3163172
1.904079 3.48523 0.1347323|0.7847846 -0.1843063 -0.4899392 -0.3318191
1.957514 3.524946 0.1405739|0.7535887 -0.1906434 -0.5250764 -0.3464881
2.009662 3.556806 0.1465979|0.7205707 -0.1965054 -0.558887 -0.36029
2.060532 3.580866 0.1526751|0.685817 -0.2018792 -0.591292 -0.3731938
2.060532 3.580866 0.1526751|0.685817 -0.2018792 -0.591292 -0.3731938
2.110125 3.597188 0.1587077|0.649418 -0.2067531 -0.6222162 -0.3851705
2.158479 3.605822 0.1645679|0.6114678 -0.2111167 -0.6515884 -0.3961938
2.205619 3.60682 0.1701581|0.5720636 -0.2149608 -0.6793416 -0.4062393
2.251606 3.600228 0.1753502|0.5313058 -0.2182777 -0.7054127 -0.4152856
2.296491 3.586089 0.1800554|0.4892975 -0.2210608 -0.7297435 -0.4233136
2.296491 3.586089 0.1800554|0.4892975 -0.2210608 -0.7297435 -0.4233136
2.340349 3.564439 0.1841755|0.4461446 -0.223305 -0.7522804 -0.4303071
2.38326 3.535312 0.1876065|0.4019549 -0.2250064 -0.7729739 -0.436252
2.425307 3.498735 0.1902786|0.3568386 -0.2261627 -0.7917795 -0.4411372
2.466594 3.454729 0.1920947|0.310907 -0.2267725 -0.8086575 -0.444954
2.49194 3.418856 0.2115228|0.301532 -0.2462739 -0.8007565 -0.4552108
2.49194 3.418856 0.2115228|0.301532 -0.2462739 -0.8007565 -0.4552108
2.517912 3.373931 0.2297332|0.2901111 -0.2638838 -0.7934237 -0.4654888
2.543504 3.321346 0.247862|0.2797488 -0.2806844 -0.7846595 -0.4767245
2.56871 3.260352 0.2655773|0.2689278 -0.2972678 -0.7756565 -0.4875107
2.59348 3.191156 0.2830357|0.2579593 -0.3136597 -0.7662057 -0.4979995
2.617698 3.113884 0.300575|0.2469511 -0.3301946 -0.756263 -0.5079892
2.617698 3.113884 0.300575|0.2469511 -0.3301946 -0.756263 -0.5079892
2.641188 3.028717 0.3187368|0.2361104 -0.3474441 -0.7457086 -0.5171588
2.664088 2.935536 0.3371234|0.2253826 -0.3649917 -0.7345499 -0.5257566
2.686423 2.834341 0.355653|0.2148126 -0.3827857 -0.7227468 -0.5338237
2.708201 2.725135 0.3742871|0.2044457 -0.4007763 -0.7102577 -0.5414004
2.729077 2.60775 0.3920664|0.1943425 -0.4189641 -0.6970304 -0.5484968
2.748683 2.482108 0.4081138|0.1844763 -0.4373556 -0.6830992 -0.5550354
2.748683 2.482108 0.4081138|0.1844763 -0.4373556 -0.6830992 -0.5550354
2.767057 2.348276 0.4224926|0.1746533 -0.4559327 -0.6686851 -0.560787
2.784678 2.206558 0.4364301|0.1650597 -0.4746608 -0.6536248 -0.5658861
2.801643 2.056983 0.4499439|0.1556772 -0.4933886 -0.6379613 -0.5703839
2.81801 1.899578 0.4630782|0.1465058 -0.5120391 -0.6217358 -0.5742794
2.8338 1.734389 0.4757909|0.1375982 -0.5305524 -0.604933 -0.5776134
2.8338 1.734389 0.4757909|0.1375982 -0.5305524 -0.604933 -0.5776134
2.849088 1.561434 0.4881167|0.1289473 -0.5488293 -0.5876085 -0.5804097
2.86393 1.380732 0.5000905|0.1205689 -0.5667923 -0.5697975 -0.582701
2.87837 1.192296 0.5117282|0.1124667 -0.5843665 -0.5515367 -0.5845291
2.89112 0.9974304 0.5207891|0.105624 -0.6012161 -0.5317066 -0.5870867
2.907549 0.7922856 0.5332776|0.09468143 -0.6129196 -0.5145059 -0.5921561
2.907549 0.7922856 0.5332776|0.09468143 -0.6129196 -0.5145059 -0.5921561
2.921058 0.6803284 0.5480216|0.09747963 -0.5998007 -0.5373313 -0.5848178
2.924462 0.612849 0.5736896|0.1126269 -0.5734158 -0.5538888 -0.5930571
2.911206 0.5915034 0.5909341|0.1198192 -0.5572443 -0.5622801 -0.5991355
2.901841 0.5802995 0.6030365|0.1328915 -0.5412858 -0.5707214 -0.6030146
2.888329 0.5709776 0.61052|0.1431678 -0.5290168 -0.5791416 -0.6035224
2.888329 0.5709776 0.61052|0.1431678 -0.5290168 -0.5791416 -0.6035224
2.871426 0.5624131 0.6149062|0.1525451 -0.5187927 -0.5868443 -0.6026591
2.851964 0.5540063 0.6157403|0.1622867 -0.5090672 -0.593909 -0.6014864
2.830305 0.5456989 0.6131057|0.1734234 -0.499243 -0.599906 -0.6006611
2.80739 0.5362592 0.6100794|0.1844849 -0.489803 -0.6056416 -0.5993803
2.783701 0.5258732 0.6061928|0.1960777 -0.4798739 -0.6119705 -0.5972996
2.783701 0.5258732 0.6061928|0.1960777 -0.4798739 -0.6119705 -0.5972996
2.759212 0.5123085 0.6015775|0.2080666 -0.469555 -0.6187662 -0.5944367
2.733479 0.4976544 0.595956|0.2206566 -0.4586886 -0.6262805 -0.5904981
2.706805 0.4796219 0.5895489|0.2337433 -0.4471526 -0.6343009 -0.5857313
2.679011 0.4590874 0.5822526|0.2474665 -0.4346836 -0.6430603 -0.5799001
2.649919 0.4360752 0.573899|0.2619325 -0.4210333 -0.6525734 -0.5729489
2.649919 0.4360752 0.573899|0.2619325 -0.4210333 -0.6525734 -0.5729489
2.619972 0.4086234 0.5650034|0.2769153 -0.4063082 -0.6625416 -0.5650401
2.589073 0.3775227 0.5554993|0.2927169 -0.3900772 -0.6730985 -0.5559632
2.557382 0.3422658 0.5456809|0.3093794 -0.3722399 -0.6840523 -0.5457053
2.537946 0.3427653 0.5607442|0.3217843 -0.3597978 -0.6762414 -0.5565051
2.522901 0.3382187 0.5804774|0.3359843 -0.3452392 -0.6676819 -0.5675609
2.503597 0.3315761 0.5972833|0.3504132 -0.3296273 -0.6595104 -0.5775833
2.503597 0.3315761 0.5972833|0.3504132 -0.3296273 -0.6595104 -0.5775833
2.483101 0.3231674 0.6147247|0.3656318 -0.3126143 -0.6505237 -0.5877115
2.46144 0.3118905 0.6327032|0.3816812 -0.2941119 -0.6406513 -0.5978158
2.438641 0.2981759 0.6517888|0.3986534 -0.2738862 -0.6293315 -0.6082793
2.414675 0.2814012 0.6718974|0.4165999 -0.2517059 -0.6163886 -0.6189942
2.391397 0.2640795 0.6933308|0.4342012 -0.2283127 -0.6011466 -0.630845
2.391397 0.2640795 0.6933308|0.4342012 -0.2283127 -0.6011466 -0.630845
2.375818 0.2592477 0.7075245|0.4453871 -0.2131006 -0.5910365 -0.6378828
2.365952 0.2641506 0.7144862|0.4526256 -0.2037233 -0.5858665 -0.6406149
2.359552 0.2697535 0.7185732|0.4577498 -0.197133 -0.5823019 -0.6422836
2.355356 0.2732652 0.7213523|0.460863 -0.1931117 -0.5801141 -0.6432581
2.353497 0.2747626 0.7225731|0.4622899 -0.1912665 -0.5790996 -0.6436995
2.353497 0.2747626 0.7225731|0.4622899 -0.1912665 -0.5790996 -0.6436995
2.353961 0.2743946 0.7222633|0.4619286 -0.1917339 -0.5793601 -0.6435854
2.356826 0.2723121 0.7203102|0.4598093 -0.1944707 -0.5808803 -0.6429113
2.361892 0.2680352 0.7170402|0.455808 -0.1996346 -0.583678 -0.6416426
2.36933 0.2617702 0.7121659|0.4500067 -0.2070575 -0.5876589 -0.6397486
2.37687 0.2557632 0.7072036|0.444151 -0.2144791 -0.5915787 -0.63778
2.37687 0.2557632 0.7072036|0.444151 -0.2144791 -0.5915787 -0.63778
2.380636 0.2547001 0.7039877|0.4414938 -0.2180065 -0.5939073 -0.636263
2.381927 0.2557379 0.7024968|0.4403338 -0.2196897 -0.5951632 -0.6353137
2.382046 0.2560456 0.7023317|0.440189 -0.2199053 -0.5953311 -0.6351822
2.380995 0.2554186 0.7035099|0.4409313 -0.2188494 -0.5945212 -0.6357902
2.379575 0.2542951 0.7051374|0.4420958 -0.2171681 -0.5931512 -0.6368367
2.379575 0.2542951 0.7051374|0.4420958 -0.2171681 -0.5931512 -0.6368367
2.378611 0.254333 0.7061231|0.442646 -0.2163678 -0.5926113 -0.6372293
2.378437 0.2543846 0.7063103|0.4427652 -0.2161951 -0.5924794 -0.637328
2.378628 0.2542552 0.7060962|0.4427205 -0.2162747 -0.5925213 -0.6372932
2.378805 0.2541286 0.7059348|0.4426308 -0.2164062 -0.5925941 -0.6372429
2.378871 0.2540887 0.7058752|0.4425819 -0.2164728 -0.5926358 -0.6372156
2.378865 0.2540867 0.7058812|0.4425848 -0.2164673 -0.5926331 -0.637218
2.378865 0.2540867 0.7058812|0.4425848 -0.2164673 -0.5926331 -0.637218
2.378844 0.2540955 0.7058989|0.4426013 -0.216445 -0.5926183 -0.6372278
2.378826 0.2540984 0.7059172|0.4426108 -0.2164314 -0.5926099 -0.6372336
2.378824 0.2540994 0.7059165|0.4426135 -0.2164273 -0.5926076 -0.6372353
2.378826 0.2541004 0.7059172|0.442613 -0.2164294 -0.5926081 -0.6372345
2.378826 0.2540994 0.7059172|0.4426118 -0.2164301 -0.592609 -0.6372342
2.378826 0.2540994 0.7059172|0.4426118 -0.2164301 -0.592609 -0.6372342
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
2.378826 0.2540994 0.7059172|0.4426115 -0.2164307 -0.5926093 -0.6372339
